country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
Chile,"This is so loud on the nose that it's screaming coastal Sauvignon via sharp, pungent, borderline vegetal aromas. Round and fairly full in body, this tastes severely briny, with a mix of tropical fruit flavors and lasting bell pepper. Steady on the finish, with strong pickled notes.",Estero Vineyard,88,27.0,San Antonio,,,Michael Schachner,@wineschach,Casa Marin 2014 Estero Vineyard Sauvignon Gris (San Antonio),Sauvignon Gris,Casa Marin
France,"This is a soft wine that has plenty of red-berry fruits, bright acidity and a light fruity texture. It is dry although the softness gives it an apparent sweetness. Drink now.",La Galope,84,12.0,Southwest France,Côtes de Gascogne,,Roger Voss,@vossroger,Domaine de l'Herré 2015 La Galope Rosé (Côtes de Gascogne),Rosé,Domaine de l'Herré
France,"The bouquet of this red blend starts off with medium-intense aromas of dried red cherry and raspberry, but transitions into secondary accents of sweet smoke and soft spice. The medium-weight palate is balanced and straightforward. Drink now.",,87,13.0,Languedoc-Roussillon,Pays d'Oc,,Lauren Buzzeo,@laurbuzz,Marius 2010 Grenache-Syrah (Pays d'Oc),Grenache-Syrah,Marius
US,"Jarvis has tinkered with its Cabernet Franc over the years, and with good results. Today, its Cabernet Franc is among the state's best. Made from 100% Cabernet Franc, it's rich, full bodied and luscious, with notes of sun-ripened cherries. Could pick up some bottle nuance over the next 4–5 years.",Estate Grown Cave Fermented,91,95.0,California,Napa Valley,Napa,,,Jarvis 2008 Estate Grown Cave Fermented Cabernet Franc (Napa Valley),Cabernet Franc,Jarvis
US,"Not much going on with this dry, crisp Chardonnay. It has watery flavors of citrus fruits and apricots, with a hint of oak.",,83,20.0,California,Sonoma County,Sonoma,,,Simple Math Cellars 2008 Chardonnay (Sonoma County),Chardonnay,Simple Math Cellars
US,"Barrel-fermented , this nonetheless offers clean, crisp flavors of pear and pineapple on the palate. The fruit lingers through a medium-sized body that picks up steam on the finish, delving into richer notes of fig and lemon curd. The fruit is 100% estate.",Estate,89,35.0,California,Oak Knoll District,Napa,Virginie Boone,@vboone,Trefethen 2012 Estate Chardonnay (Oak Knoll District),Chardonnay,Trefethen
Italy,"Honeysuckle, tropical fruit and pear aromas lead the nose. Made with forty-year-old vines, the elegantly structured palate delivers crisp apple, white almond and mineral alongside vibrant acidity.",Klausner,88,22.0,Northeastern Italy,Alto Adige,,Kerin O’Keefe,@kerinokeefe,Weinhof Kobler 2014 Klausner Pinot Grigio (Alto Adige),Pinot Grigio,Weinhof Kobler
US,"Soft and forward, with ripe and lightly oxidized flavors, this is a solid, ready-to-drink, fruity style. A full mid-palate tastes of golden apples and hints at orange liqueur in the finish. Drink up.",,87,16.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Spindrift Cellars 2009 Pinot Blanc (Willamette Valley),Pinot Blanc,Spindrift Cellars
Italy,"Pressed yellow flowers, citrus zest, walnut and bread crust aromas lead the way on this elegantly structured wine. The foaming, velvety palate doles out ripe yellow apple, lemon drop, toast and a light note of crystallized ginger framed in vibrant acidity and an ultrafine perlage. An energizing mineral note closes the finish.",Perlé,92,38.0,Northeastern Italy,Trento,,Kerin O’Keefe,@kerinokeefe,Ferrari 2008 Perlé Chardonnay (Trento),Chardonnay,Ferrari
Italy,"This wine and many like it were caught in the Brunello fraud scandal that rocked Montalcino in 2008. Whether it mirrors tradition or not, there's no doubt that this is a well-crafted wine. It opens with an inky dark color and offers aromas of red fruit, chopped herbs and spice.",,89,,Tuscany,Brunello di Montalcino,,,,Castello Banfi 2003  Brunello di Montalcino,Sangiovese Grosso,Castello Banfi
US,"A textbook example of the modern, New World-style of red winemaking, this Merlot is as soft as melted butter, extraordinarily ripe and slightly sweet in the finish. The flavors are of vanilla-infused cherries, red currants and chocolate.",,84,13.0,California,Dry Creek Valley,Sonoma,,,Sonoma Creek 2006 Merlot (Dry Creek Valley),Merlot,Sonoma Creek
Argentina,"Consistency in the wine world is a virtue, and Cheval covers the consistency issue with ease. Aromas of earth, mushroom, leather and so forth add an Old World touch to this New World Malbec-Cabernet blend. It's healthy and even juicy on the palate, with blackberry, dark plum and tobacco flavors. An interesting wine that grabs and holds your attention. Drink now through 2012.",,92,75.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Cheval des Andes 2005 Red (Mendoza),Bordeaux-style Red Blend,Cheval des Andes
Argentina,"The Alta Vista single-vineyard wines are among the best in Argentina. This offers a soft, deep, alluring nose with plum, berry, minerality and a hint of rubber and bacon. It's rich, pure and a bit jammy in feel, with saturated blueberry, blackberry, molasses and caramel flavors. A cuddly, long finish confirms this Malbec's outstanding status. Drink through 2018.",Temis Single Vineyard,94,50.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Alta Vista 2010 Temis Single Vineyard Malbec (Mendoza),Malbec,Alta Vista
US,"Frankly sweet, this Riesling, made only from cool coastal grapes, benefits from crisp acidity. The tartness balances the sugary peach, citrus and honeysuckle flavors.",Vintner's Reserve,83,10.0,California,California,California Other,,,Kendall-Jackson 2006 Vintner's Reserve Riesling (California),Riesling,Kendall-Jackson
US,"This is a gorgeous Cabernet, but it's pretty young, and while it's delicious now due to the ripe fruit, it really needs time. Wrapped in fresh, tight tannins, it displays powerful red and black currant, blackberry, cherry, chocolate and vanilla oak flavors, and shows the elegant, important mouthfeel of a top Napa Cab. Give it until after 2008, if you can keep your hands off, and will come into its own after 2010.",Estate Grown,93,75.0,California,Napa Valley,Napa,,,Clark-Clauden 2004 Estate Grown Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Clark-Clauden
Italy,"The La Serra cru lies right above Cerequio and offers a glorious panoramic view of the town of Barolo. Poderi Marcarini has a long association with this vineyard and has carefully harnessed the natural aromatic intensity of the fruit grown here. Blackberry, cassis and raspberry are enhanced by spice and vanilla. It's a tight, firm wine. Drink after 2018.",La Serra,91,66.0,Piedmont,Barolo,,,,Marcarini 2004 La Serra  (Barolo),Nebbiolo,Marcarini
England,"A touch of wet stone reaches the nose even before appetizing lemon hints make themselves known. This wine is restrained and fresh with lemon and brightness. The palate adds more depth and a grounding of creamy autolysis, but it remains slender, lithe and refreshing throughout. Fine bubbles disperse bright flavors everywhere. The lasting finish is pure.",Blanc de Blancs Brut,92,50.0,England,,,Anne Krebiehl MW,@AnneInVino,Bolney Wine Estate 2014 Blanc de Blancs Brut Chardonnay (England),Chardonnay,Bolney Wine Estate
US,This wine has a bright yellow-gold color and assertive aromas of apple cider and cinnamon. Flavors start rich and then turn tart on the finish.,,84,26.0,California,Livermore Valley,Central Coast,Jim Gordon,@gordone_cellars,Cuda Ridge Wines 2015 Semillon (Livermore Valley),Sémillon,Cuda Ridge Wines
France,"This blend of Malbec, Merlot and Tannat is lean and austere—probably the effect of the vintage. That gives powerful tannins and less in the way of fruit. It's firm, hinting at more juicy fruit but likely to remain dry and structured. Drink from 2018.",Clos Triguedina,87,34.0,Southwest France,Cahors,,Roger Voss,@vossroger,Jean-Luc Baldès 2013 Clos Triguedina Red (Cahors),Red Blend,Jean-Luc Baldès
Italy,"Lungarotti's bright Pinot Grigio from Umbria offers sunny aromas of peach, orange peel and honeysuckle. There are mature fruit notes here with sweet overtones that would work with appetizers or light meals.",,86,17.0,Central Italy,Umbria,,,,Lungarotti 2008 Pinot Grigio (Umbria),Pinot Grigio,Lungarotti
Italy,"Made with Cabernet Sauvignon, Merlot, Cabernet Franc and a drop of Petit Verdot, this polished linear red has aromas of black-skinned fruit, bell pepper, coconut and toasted oak. The vibrant, elegantly structured palate offers black currant, chopped herb, clove and licorice alongside fine-grained tannins.",,93,125.0,Tuscany,Bolgheri Superiore,,Kerin O’Keefe,@kerinokeefe,Guado al Tasso 2013  Bolgheri Superiore,Red Blend,Guado al Tasso
US,"This is a big, tannic, midnight black Cabernet, rude in youth and barely drinkable. The tannins are powerful enough to lock down the palate. The grapes, grown in Calistoga, are very ripe in blackberries, currants and dark chocolate, but those tannins are stubbornly astringent. Almost old-fashioned in toughness despite very high alcohol, it's a curiosity that seems likely to develop in the cellar, but with so little evidence of past vintages, all bets are off.",Blueline Vineyard,91,125.0,California,Napa Valley,Napa,,,Hourglass 2009 Blueline Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Hourglass
France,"This is fruity, with some structure and pure acidity. It's fragrant and delicious now, bearing raspberry fruit and a light texture.",,86,25.0,Burgundy,Marsannay,,Roger Voss,@vossroger,Louis Latour 2010  Marsannay,Pinot Noir,Louis Latour
US,"This is a well-made blend of 53% Merlot, 24% Cabernet Sauvignon, 15% Cabernet Franc, 6% Malbec and 2% Petit Verdot. It is among the producer's “curious blends,” created from estate properties in different styles. Here, firm, structured and present tannins dominate an otherwise concentrated and spicy mix of black licorice, clove and tobacco.",Frog Prince,90,35.0,California,Napa County,Napa,Virginie Boone,@vboone,Kuleto Estate 2013 Frog Prince Red (Napa County),Red Blend,Kuleto Estate
New Zealand,"Not sure what has changed at Isabel, but the wines seem to lack the excitement of past vintages. The 2007 is oddly neutral, with waxy overtones to the grapefruit and lemon flavors and a slightly bitter note on the finish.",,83,22.0,Marlborough,,,Joe Czerwinski,@JoeCz,Isabel Estate 2007 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Isabel Estate
US,"Predominantly Merlot, this Bordeaux-style blend includes 16% Cabernet Sauvignon, 16% Cab Franc and 11% Malbec. Given extra bottle age prior to release, it's drinking quite nicely, with plum and black cherry fruit, a rich layer of mocha, and a firm finish with polished tannins and lemony acids.",Le Coursier,91,35.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Brian Carter Cellars 2010 Le Coursier Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Brian Carter Cellars
Spain,"Past vintages of Imperial Gran Reserva have seemed sharp and dilute; not the 1998, which is resolute in its delivery of cumin, root beer and subtle raspberry aromas. The palate has nice primary cherry and berry flavors, solid tannins and welcome but not overwhelming acidity. Notice a touch of dill and butter on the finish, a reflection of traditional American oak aging.",Imperial Gran Reserva,91,70.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,CVNE 1998 Imperial Gran Reserva  (Rioja),Tempranillo Blend,CVNE
US,"This wine includes 8% Petite Sirah and smaller amounts of Petit Verdot, Syrah, Zinfandel and Merlot, fleshing out a rich, full-bodied embrace of chewy tannin and extracted blackberry and brick tar. Let it hang in the glass awhile and swirl a time or two to get it to speak.",Emblem,90,35.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Michael Mondavi Family Estate 2013 Emblem Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Michael Mondavi Family Estate
US,"There's no denying the concentration of this full-bodied, lavishly textured wine. It pulses with ripe blackberry and boysenberry from the aroma through the flavors and into the lingering finish. Delicious new American oak flavors lend complexity without overwhelming the taste of the grapes.",Marisa Vineyard Old Vine,91,30.0,California,Lodi,Central Valley,Jim Gordon,@gordone_cellars,Klinker Brick 2014 Marisa Vineyard Old Vine Zinfandel (Lodi),Zinfandel,Klinker Brick
Italy,"This is delicate and subdued, without any of the rawness this variety sometimes provides. Flavors of cola, blackberry and spice mark the palate; the finish is soft and rich.",Gries Riserva,90,31.0,Northeastern Italy,Alto Adige,,,,Niedermayr Josef 2008 Gries Riserva Lagrein (Alto Adige),Lagrein,Niedermayr Josef
Italy,"Mature orchard fruit, lychee, citrus zest and a balsamic note lead the way. The savory palate shows citrus zest and an unusual salty hint of cured meat alongside fresh acidity. A toasted note marks the finish.",Il Roccolo,89,,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Le Mandolare 2015 Il Roccolo  (Soave Classico),Garganega,Le Mandolare
South Africa,"A tropical tone of grilled pineapple adds breadth to the nose and mouth of this lush yet well-balanced wine. Scents of yellow flowers, musk melon and sweet smoke unfold on the nose, while the palate shines in rich waves of toasted brioche, baked apple and clementine oil. It's medium weight, with a plush texture that's cut by citrusy acidity. Drink now–2019.",,91,37.0,Cape Peninsula,,,Lauren Buzzeo,@laurbuzz,Cape Point Vineyards 2013 Chardonnay (Cape Peninsula),Chardonnay,Cape Point Vineyards
Chile,"Drawn down on the nose and showing a chemical edge to the berry fruit aromas. The palate is wayward and candied, with heavy plum and vanilla flavors. Creamy but dull on the finish, with a sticky, raisiny quality. Lacks focus and vitality.",Reserva,83,10.0,Colchagua Valley,,,Michael Schachner,@wineschach,Luis Felipe Edwards 2008 Reserva Cabernet Sauvignon (Colchagua Valley),Cabernet Sauvignon,Luis Felipe Edwards
US,"This wine—the first vineyard-designate to come out of this young site—is 51% Cabernet Sauvignon, 27% Cabernet Franc and 22% Merlot. It takes time to get going but once it does, it provides generous aromas and flavors of coffee, vanilla, herbs, plum and cherry along with lightly grainy tannins. The precision and elegance the winery is known for is on full display.",Fiachetto XL Vineyard,93,95.0,Oregon,Walla Walla Valley (OR),Oregon Other,Sean P. Sullivan,@wawinereport,Rasa 2012 Fiachetto XL Vineyard Red (Walla Walla Valley (OR)),Bordeaux-style Red Blend,Rasa
